,Solothurn,Basel-Landschaft,Schwyz,Aargau,Ticino,Schaffhausen,Uri,Freiburg,Luzern,Geneve,Zug,Jura,Obwalden,Thurgau,Glarus,Basel-Stadt,Appenzell-Ausserrhoden,Nidwalden,Zurich,Appenzell-Innerrhoden,Neuchatel,Bern,Graubunden,Sankt-Gallen,Waadt,Wallis
2019-02-10 14:00:00,50941,43961,47417,94232,35415,10805,9172,46343,63834,55576,26902,6901,6868,44791,19955,35916,11634,13666,184804,3542.0,18072,155688,67430,120766,113067,68924
2019-02-10 15:00:00,52050,43729,45521,94825,36076,10491,9195,45329,64230,58896,26853,7627,7107,42542,19842,35317,10716,14134,190517,2891.0,20423,153463,63034,115237,117870,64403
2019-02-10 16:00:00,56649,46823,44153,102163,37300,10829,9096,44679,66033,57728,28246,7765,7006,46744,18182,35455,11577,14136,189154,2701.0,20196,151235,52737,118713,116083,56307
2019-02-10 17:00:00,53531,44400,37265,94369,34618,9371,7493,41595,56613,55593,25305,7787,5741,41062,17265,34403,9638,12098,167357,2186.0,19327,130369,39128,99633,109371,45812
2019-02-10 18:00:00,43918,35774,29001,73152,30448,7904,5862,38011,40006,56194,18156,6552,3809,31149,11966,29038,6924,7941,134359,1514.0,19119,108920,27940,73353,95931,40779
2019-02-10 19:00:00,37209,28194,22084,60926,22987,6570,4427,27548,34237,43953,15005,5562,2914,25100,9205,22140,5517,6239,109966,1210.0,13810,83180,22490,56529,75782,31114
2019-02-10 20:00:00,31591,22826,18809,50899,18973,4970,4136,21955,25759,34688,12302,3859,1966,19702,7441,18677,4053,4272,92274,882.0,10356,68256,16115,44802,63343,23339
2019-02-10 21:00:00,21458,17421,12006,37065,14312,3519,2730,15897,18524,26618,8899,3079,1280,13957,4638,14827,2913,3294,74062,533.0,7671,49855,10978,30477,45252,15279
2019-02-10 22:00:00,14495,10734,7149,25361,10316,2517,1255,9570,12213,20080,6204,1758,698,9767,2241,9388,2227,1894,51447,328.0,4561,31097,6384,18793,28583,8631
2019-02-10 23:00:00,7191,5737,3224,11810,5273,1182,671,4267,5520,11992,2822,754,342,4515,885,5507,767,805,23160,142.0,1880,14232,2846,8891,14036,3915
2019-02-11 00:00:00,4771,3732,2040,7759,4173,771,593,3044,4103,7860,1636,519,192,2585,527,3285,454,661,16679,61.0,1288,10400,1880,5705,10520,2503
2019-02-11 01:00:00,1954,1313,916,3222,1408,351,336,1420,1668,2914,678,248,88,1224,245,1298,240,328,6543,30.0,645,4143,1033,2642,4164,1580
2019-02-11 02:00:00,1745,1265,791,2721,1093,261,242,1313,1506,2155,535,204,76,1148,207,963,241,248,5437,36.0,613,3936,825,2234,3392,1417
2019-02-11 03:00:00,2363,1647,1168,4368,1276,400,316,2038,2344,2408,824,359,158,1713,344,1078,340,423,7192,67.0,1012,5873,1103,3599,5189,1826
2019-02-11 04:00:00,7576,4985,2870,13690,3144,1437,705,4893,7130,5545,2202,1114,432,5502,902,3239,1283,1014,17967,271.0,2231,14901,2289,10323,9984,3858
2019-02-11 05:00:00,29107,20498,12844,54105,11326,5491,2326,17422,27548,17302,9714,3645,2161,20505,3997,11988,3710,4048,83310,720.0,8267,61045,7398,35685,35721,12053
2019-02-11 06:00:00,82830,65552,39336,150190,37974,14055,6887,57292,84390,51910,32923,11348,6767,60011,11405,40453,12888,13238,240052,2474.0,27961,193915,26001,113224,127512,39227
2019-02-11 07:00:00,95700,91733,48091,170962,69282,18443,7538,74452,97657,110843,47329,13820,7668,67883,12930,72905,15463,15726,322490,2879.0,41844,244217,38614,138652,206370,63160
2019-02-11 08:00:00,65747,67955,34604,119449,58217,13550,6046,48748,63715,117636,38044,8716,4840,42176,8694,64442,9381,10289,253214,1761.0,28411,172204,28342,89796,161657,44946
2019-02-11 09:00:00,53899,52240,28952,96038,49096,10898,5895,40658,53869,82953,25736,7990,4189,37328,8309,45694,7455,8722,191777,1400.0,21895,144157,32621,79500,123419,46205
2019-02-11 10:00:00,51568,50189,28036,92532,49413,11218,6141,41393,54000,75083,22463,8072,4300,36710,8552,42085,7446,8867,183597,1605.0,22091,142169,35984,80009,120419,49181
2019-02-11 11:00:00,58345,56259,31329,105461,55414,12991,6618,48953,65822,90084,26024,10647,5176,43170,9447,49272,8680,10145,218866,1748.0,27651,165659,42374,95287,139936,60402
2019-02-11 12:00:00,61844,58566,31465,111743,56595,13160,6612,49372,67656,99954,27790,10920,4941,45024,9309,55113,9163,9647,240161,1673.0,27549,176055,42029,98838,144845,57441
2019-02-11 13:00:00,64030,62380,34665,118463,64632,13767,7045,54872,72432,106523,29267,12048,5535,48726,9674,55754,10916,10976,238386,2131.0,31515,183914,45167,104761,154337,63267
2019-02-11 14:00:00,59267,55763,32244,109212,53199,12056,6103,45707,64235,86452,25854,9070,5132,42826,9356,48549,8732,10364,211927,1664.0,24808,164256,42452,92330,133678,55192
2019-02-11 15:00:00,66453,64621,34605,122307,57960,13607,6614,53176,71318,92814,28580,10543,5583,47749,9906,53429,9543,11403,235784,1869.0,28437,185869,43764,100597,158402,59363
2019-02-11 16:00:00,93041,85170,45796,169577,71093,18256,8378,72396,99565,116463,40671,16200,7725,66109,12586,69037,13946,15454,313561,2571.0,41526,261007,46709,135585,204586,74229
2019-02-11 17:00:00,106372,95437,54935,199703,72070,21831,9038,82677,114513,130365,51603,15862,9166,80804,15088,80674,17851,18267,371324,3291.0,46106,284163,48890,159971,225235,76205
2019-02-11 18:00:00,72174,70601,39988,138040,55209,15493,6287,56066,76455,115657,37630,10480,5890,54809,10148,62662,12263,12070,267074,2344.0,31328,184334,33134,107237,167866,53085
2019-02-11 19:00:00,42711,43164,25225,82527,33934,9502,3994,34188,46044,72710,21096,6270,3532,34427,6294,39021,7378,7241,167184,1448.0,18012,114518,19978,66223,102637,32394
2019-02-11 20:00:00,28026,26961,15943,52857,23068,6103,2706,21567,29876,44190,12841,4179,2137,20570,3982,24531,4532,4426,113559,853.0,11289,73240,12692,42429,63457,21814
2019-02-11 21:00:00,22782,21673,12353,41411,16000,4475,2152,16121,24820,32562,10001,3035,1779,16943,2862,18993,3801,3531,86764,712.0,8669,61751,10210,33637,47905,16664
2019-02-11 22:00:00,16850,16107,8158,30213,11523,2967,1341,11525,17581,25159,6992,2360,1128,12198,2234,14138,2639,2561,61138,470.0,6362,42940,7493,23666,35063,11358
2019-02-11 23:00:00,8084,6763,3904,14592,5669,1374,710,5031,7237,12930,3354,908,394,5405,733,6417,1304,1024,28585,243.0,2574,18252,3273,10565,15880,4924
2019-02-12 00:00:00,4987,3968,1796,8529,3503,791,468,2800,4354,7387,1723,458,219,3017,440,3670,654,569,18790,105.0,1389,10850,1648,6080,10170,2500
2019-02-12 01:00:00,2047,1507,902,3558,1501,341,372,1390,1841,2844,761,231,109,1298,273,1409,213,313,6576,67.0,662,4251,950,2706,4130,1275
2019-02-12 02:00:00,2108,1513,798,3171,1161,277,365,1198,1595,2102,598,151,117,1055,189,1050,235,225,5431,32.0,567,4041,858,2298,3571,1117
2019-02-12 03:00:00,2740,1838,1174,4632,1342,464,291,1785,2403,2216,847,283,128,1583,358,1039,369,354,7550,76.0,1000,5918,1157,3510,4379,1635
2019-02-12 04:00:00,7307,4951,2802,13395,2602,1285,670,4336,7044,4554,2099,1045,421,5160,787,3062,1195,928,18047,204.0,2316,14309,2166,9726,9263,3330
2019-02-12 05:00:00,28678,20586,12025,52920,10736,5337,2155,16492,27392,15578,9368,3474,1962,19935,3617,12011,3711,3884,81650,709.0,7953,59120,6523,34275,34400,10867
2019-02-12 06:00:00,84626,66621,38957,153547,37694,14467,6475,58086,85811,52718,33959,11385,6699,60721,10905,41601,13117,12983,245533,2347.0,28094,201017,24781,113592,128402,38122
2019-02-12 07:00:00,101263,97748,50362,181853,70131,19232,7601,77497,102761,115920,50370,14291,8073,70325,13518,77863,15989,16509,341022,2751.0,43411,259497,40197,142514,218105,65778
2019-02-12 08:00:00,70887,70045,35969,127595,59188,13799,6579,50971,68300,121097,39707,8936,5580,44505,9452,67352,9169,11740,262811,1633.0,30978,184921,32426,95012,169804,50974
2019-02-12 09:00:00,56467,54710,31212,102883,50610,11511,6389,43971,57516,87903,26894,8201,5007,38645,8489,46947,7974,9945,202736,1537.0,24589,159408,39324,82999,131630,57263
2019-02-12 10:00:00,53706,51909,30851,97772,50890,11564,7192,43598,57542,77971,24078,8202,5300,38621,8552,42882,8142,9805,193671,1598.0,24231,157293,45138,83911,129548,62015
2019-02-12 11:00:00,61562,58647,33088,112690,56752,13805,7339,53448,69301,94084,27690,10754,5795,44333,9010,51744,9362,10985,233624,1722.0,30095,182924,49807,99339,151597,71273
2019-02-12 12:00:00,65443,60299,33508,117376,57428,13787,6680,53328,71070,103836,29764,11111,5580,45202,8931,56921,9163,10585,253555,1792.0,30457,192572,46201,100063,153508,65279
2019-02-12 13:00:00,68545,65185,36569,124805,65939,15229,7814,59312,76457,110851,31476,12700,6104,49980,9500,57672,11523,11662,252384,2307.0,33921,202061,50831,110308,165071,72600
2019-02-12 14:00:00,63823,58719,34841,115160,55611,12720,7731,49382,66926,91551,27210,9566,5629,44908,9806,49929,9608,11258,222711,2096.0,27290,180038,50288,96909,147056,65673
2019-02-12 15:00:00,73033,67688,38076,131553,61311,14552,8251,57492,76328,97874,30932,11225,6461,50332,10757,56092,10565,12604,247089,2313.0,31148,205394,51729,108201,171227,71160
2019-02-12 16:00:00,100951,88273,50744,179708,71837,19081,9676,77610,105181,119463,43473,17050,8505,68691,14373,71236,14821,16878,329632,2716.0,45087,281512,52590,143655,219137,82818
2019-02-12 17:00:00,112706,98729,58542,206865,72023,22393,10164,85239,120400,132870,53718,17174,9565,83166,16777,82787,18071,19297,384921,3328.0,47801,301263,51606,167216,237455,78172
2019-02-12 18:00:00,78621,74622,42723,149526,57924,16642,7113,62435,82195,121541,40159,11833,6552,57631,11807,66801,13099,13570,288771,2590.0,34900,199210,36943,116394,184855,58862
2019-02-12 19:00:00,45909,45921,26406,89077,35897,10394,4442,37497,49542,79389,22696,6427,3652,36333,6945,40806,8030,7844,181841,1453.0,20374,124245,22760,71428,110469,34729
2019-02-12 20:00:00,30904,28686,16883,56272,23481,6341,3080,23192,31291,47837,13556,4611,2223,22610,4338,26510,5143,4526,121434,885.0,12350,79185,14120,46013,69757,23173
2019-02-12 21:00:00,24906,22937,12970,46007,17503,4866,2579,17766,26998,35524,11455,3276,2008,17540,3208,20440,4143,4056,97052,741.0,10022,66695,11189,36945,54348,18123
2019-02-12 22:00:00,19037,18176,9871,35780,12525,3516,1416,13677,20501,32911,8567,2368,1403,14153,2711,16020,3088,2877,78653,568.0,8079,49974,10779,28074,45269,12125
2019-02-12 23:00:00,10131,8377,5003,18125,7130,1779,862,7072,9282,18771,4045,1201,605,6382,1522,7676,1429,1332,35553,257.0,3691,23014,4496,13281,24956,6078
2019-02-13 00:00:00,5869,4440,2260,9553,4347,870,644,3842,5074,9616,2093,565,287,3162,678,3998,721,688,21184,93.0,2004,13030,2374,7298,13418,3500
2019-02-13 01:00:00,2422,1572,1053,3947,1925,305,330,1534,2222,3529,988,241,96,1497,337,1483,271,368,7092,55.0,737,4884,1054,2886,4250,1403
2019-02-13 02:00:00,2110,1490,810,3434,1209,398,438,1273,1686,2347,619,167,82,1343,235,1082,264,331,5897,52.0,588,4040,919,2536,3684,1185
2019-02-13 03:00:00,2612,1955,1187,4691,1490,373,307,1757,2460,2409,879,275,163,1563,350,1274,312,362,7645,60.0,729,5903,1098,3536,4682,1631
2019-02-13 04:00:00,7534,4872,2566,13839,2744,1346,705,4390,6862,4774,1992,940,437,5109,747,2983,1048,973,17780,197.0,2101,13962,1887,9413,9151,3277
2019-02-13 05:00:00,27737,19956,11548,51554,10396,5143,2244,15777,26023,14832,8979,3477,1920,19004,3439,11582,3499,3945,78486,678.0,7790,56911,6278,32755,33474,10334
2019-02-13 06:00:00,82215,64360,38295,148729,37746,14172,6580,55651,83588,50792,32685,11027,6514,58951,10735,40396,12814,12761,237719,2309.0,26971,195112,24533,110950,124609,36435
2019-02-13 07:00:00,100808,95445,51575,180896,68585,19325,7993,74521,101845,109044,50017,14187,8573,69787,14451,74521,15893,17174,334791,2795.0,41504,255152,41639,145528,209053,63187
2019-02-13 08:00:00,69762,68800,41355,126322,58092,13460,7244,50286,70534,113365,40098,9216,6303,44881,12058,66172,9610,12975,262828,1810.0,29375,184827,39641,102712,164385,50757
2019-02-13 09:00:00,57513,54662,35055,102422,50311,11577,7498,44633,60455,84533,27899,8253,5907,39868,11271,46205,8784,11268,205890,1898.0,24192,163298,48656,93848,133191,59564
2019-02-13 10:00:00,55306,53046,35885,99848,51569,11523,8160,45583,60989,77298,25835,8706,6077,40590,10681,43591,9352,11494,197832,2345.0,24826,163855,55670,94961,134376,66235
2019-02-13 11:00:00,63380,60981,38705,115904,59716,14111,8876,56490,74204,97952,29737,11799,6864,45948,10994,54434,11377,12933,241238,2919.0,32217,192050,59142,110145,161284,77350
2019-02-13 12:00:00,68758,63987,38937,123454,60604,14692,8440,56122,76625,108069,31477,11890,6923,48673,10958,59827,11296,12857,265712,2707.0,33740,205004,55271,114967,168131,70155
2019-02-13 13:00:00,72383,68249,43322,130246,66825,15617,9164,62563,83430,111689,34111,13547,7523,54423,11334,60101,13423,13889,265466,3331.0,36411,214739,58126,123838,173391,76446
2019-02-13 14:00:00,68028,63091,41998,122836,58425,13967,8999,53730,76644,96923,30660,10990,6847,49389,11800,52965,12229,13514,238844,3321.0,31345,197523,59283,113622,164218,74196
2019-02-13 15:00:00,76791,70750,45024,139558,61804,15250,9432,61550,85543,99254,34209,12275,8150,54519,13183,58152,13081,15225,261843,3337.0,33242,221978,63237,123063,175639,78198
2019-02-13 16:00:00,104163,90716,57234,185976,73173,19868,11546,80180,112912,114341,46114,17144,9910,71161,17430,72937,16314,19270,340309,3782.0,45922,294708,62281,158313,222489,85139
2019-02-13 17:00:00,112709,98965,62505,206692,72357,22568,10984,88146,124341,128221,54398,16750,10058,84388,19018,83214,19075,20830,385383,3839.0,48573,303712,56386,176478,236945,81984
2019-02-13 18:00:00,81886,75119,45887,153720,58560,16770,7260,62782,87493,117475,40524,12065,6686,60753,13170,66686,13387,14094,287948,2697.0,34548,204181,37996,121651,185208,58585
2019-02-13 19:00:00,48341,46389,28530,92396,36754,10940,4892,39275,53134,77407,23090,7173,3980,37371,7847,42719,8233,8138,185609,1555.0,20553,127129,23917,74324,114442,35617
2019-02-13 20:00:00,32322,30450,17965,60306,24536,6665,3451,24242,39208,48393,14750,4739,2518,23345,5381,27454,4993,5467,128206,970.0,12953,84257,15764,50426,72249,24623
2019-02-13 21:00:00,26102,23519,14341,48261,18242,5259,2562,19732,30654,36980,11975,3587,2137,18604,3733,21276,4285,4592,101832,837.0,10339,70741,12400,39124,57965,19127
2019-02-13 22:00:00,21568,18381,10393,37684,13986,3806,1644,15842,21788,31010,9209,2961,1606,14208,2816,16773,3278,3363,75704,571.0,8693,54156,9264,29821,51244,13687
2019-02-13 23:00:00,9860,8541,4921,18470,7678,1626,867,7541,10305,18599,4594,1248,634,7210,1228,8512,1666,1503,37265,332.0,4131,24458,4316,13586,25086,6766
2019-02-14 00:00:00,6359,4821,2303,10471,4708,963,618,3662,5741,10012,2268,616,306,3589,689,4413,684,836,23507,130.0,2090,13342,2060,7188,13762,3441
2019-02-14 01:00:00,2566,1638,1194,3984,1989,311,512,1586,2256,3593,872,258,167,1385,369,1630,302,375,7566,50.0,815,5152,1207,3040,4890,1433
2019-02-14 02:00:00,2139,1425,871,3483,1322,274,399,1359,1790,2337,700,183,104,1289,217,1109,271,336,6124,56.0,598,4256,914,2541,3925,1248
2019-02-14 03:00:00,2763,2029,1187,4891,1574,356,337,1887,2563,2665,825,339,142,1622,360,1333,305,375,7764,71.0,764,5615,1086,3391,4765,1582
2019-02-14 04:00:00,7575,5286,2777,13671,2684,1354,792,4335,6856,4968,2019,989,415,4985,827,3345,1099,985,18077,191.0,1922,13860,2011,9314,9303,3089
2019-02-14 05:00:00,27606,20276,11755,52104,10674,5197,2164,16004,26890,15545,9211,3513,1993,19476,3558,11956,3627,3902,79077,722.0,7703,57945,6353,33491,34261,10968
2019-02-14 06:00:00,82391,64470,38671,149348,37077,14108,6660,56386,82984,50819,32424,11188,6487,58514,11290,40131,12701,12803,237673,2308.0,27691,195765,24493,111281,126247,37686
2019-02-14 07:00:00,101548,94545,52390,180536,68744,18948,8337,76974,103650,113747,49407,14158,8798,70378,15088,74886,15841,17552,333119,2891.0,42183,258440,42145,146187,212622,65462
2019-02-14 08:00:00,71676,70104,41693,129857,59368,13818,7611,51813,72454,119672,40925,8951,7984,46730,12411,67100,10077,14681,265713,2052.0,30350,192249,42330,105640,170433,54040
2019-02-14 09:00:00,58790,55664,36630,105373,52034,12101,7985,44995,62200,87791,28594,8582,6484,41281,11382,47688,9060,12077,208568,2181.0,24894,167644,51313,95667,135480,61826
2019-02-14 10:00:00,56141,54307,37299,101394,51944,11890,8774,47022,62531,79190,26417,9233,6833,41068,11442,44839,9777,12401,202058,2653.0,24802,168278,58617,97405,136057,68373
2019-02-14 11:00:00,65664,61660,39515,116815,58347,14367,9163,56193,74874,98517,30296,11993,7166,47264,11589,53644,11200,13467,243703,3051.0,32319,195577,62285,111793,159734,76413
2019-02-14 12:00:00,68518,63992,38355,122899,59312,14515,8757,54223,75617,106332,31986,11557,6823,48195,11000,60798,10564,12285,264539,2813.0,31756,203238,56781,111820,160483,69631
2019-02-14 13:00:00,72225,68052,42566,130722,68036,15361,9436,61975,81941,113409,33658,13404,7437,53290,11694,60849,13216,13416,264976,3365.0,35620,212974,61502,121413,172061,76604
2019-02-14 14:00:00,67948,63744,41147,120787,57201,13525,9075,52459,73360,94877,30504,10337,7301,48279,12193,54097,11824,13010,235042,3341.0,30065,194814,59986,110313,156908,72383
2019-02-14 15:00:00,78503,71395,46696,139730,62864,15470,11056,62007,84928,100259,34816,12226,8984,54434,13843,59212,12969,15337,265779,3649.0,34423,225051,66321,123686,179752,78617
2019-02-14 16:00:00,105253,91452,59058,185940,74136,19837,12257,81225,113823,121701,46737,17495,10491,72104,18500,74229,16363,21232,346276,3693.0,46943,296957,64336,162247,226336,90298
2019-02-14 17:00:00,113821,100331,64199,211723,74314,22975,11181,88506,123932,133743,56084,17774,10609,84437,20194,84911,19109,20409,395143,3879.0,48891,309361,57885,179477,244830,84183
2019-02-14 18:00:00,86117,76438,48402,157812,62041,17601,8095,65773,87935,121850,41893,12904,6948,62787,14190,68723,13750,14498,302257,2733.0,36904,213864,40814,125738,193475,62293
2019-02-14 19:00:00,51739,48084,30194,96761,44057,11218,5130,41915,54552,86278,23915,8209,4469,39526,8807,44025,8948,8744,196723,1702.0,23200,135452,26272,81157,126820,39982
2019-02-14 20:00:00,34800,30062,19045,61744,27100,7134,3650,25737,35730,53669,14469,4769,2508,25167,5918,27624,5452,5329,134291,1053.0,13427,89788,18106,54055,73025,24980
2019-02-14 21:00:00,27903,25295,14950,49904,20572,5832,2682,20838,31436,38691,12364,4011,2199,20248,4062,23367,4724,4602,104551,912.0,11056,77617,14868,43723,60087,20901
2019-02-14 22:00:00,23385,20797,10984,40406,17201,4352,1734,18103,24282,35668,10059,3629,1800,16083,3165,18984,3908,3578,91664,681.0,9980,61876,11605,33014,53636,16770
2019-02-14 23:00:00,12331,9979,6217,23481,10686,2128,1095,9179,12257,22315,5698,1689,819,8172,1505,9006,1877,1992,53957,377.0,4507,28757,5468,16716,28882,8090
2019-02-15 00:00:00,7841,5680,3434,14078,7122,1165,1474,4850,8148,13879,3544,821,420,4547,905,5383,848,1487,34837,147.0,2630,17411,3389,9967,18806,4461
2019-02-15 01:00:00,2767,2101,1313,4901,3442,413,738,2124,2493,5123,1056,343,190,1698,400,1961,318,518,10193,70.0,954,6228,1810,3936,6346,1933
2019-02-15 02:00:00,2212,1578,929,3779,1994,255,383,1414,1750,3151,840,211,176,1307,242,1404,263,370,7343,56.0,700,4808,1182,2744,4480,1414
2019-02-15 03:00:00,2687,2223,1180,4860,1721,392,403,1865,2675,3111,931,283,190,1719,332,1496,346,477,8679,68.0,855,5889,1207,3638,5328,1705
2019-02-15 04:00:00,7412,4986,2736,13449,2970,1309,774,4293,7062,5890,2122,1084,412,4907,783,3527,1047,960,18609,197.0,2171,14003,2022,9290,9842,3477
2019-02-15 05:00:00,25690,19019,10845,48380,10306,4998,2285,14880,24854,15774,8453,3476,1853,18119,3333,11422,3235,3746,73658,620.0,7669,53538,6376,31593,32508,10436
2019-02-15 06:00:00,74023,60347,35501,134166,35394,13027,6203,51318,76500,49232,29617,10342,6260,54631,10287,37695,12072,12124,215535,2207.0,25730,175995,22877,103448,116654,35474
2019-02-15 07:00:00,90018,84427,50436,162706,65511,17856,8405,71552,96920,106876,44221,13229,8284,65846,15281,66899,15183,16775,299279,2762.0,38908,235350,41451,141838,198273,63547
2019-02-15 08:00:00,65132,64402,41602,119737,58190,13506,8310,49943,69601,113526,37089,9014,7332,45229,13300,59145,10174,14162,248297,2122.0,28738,182237,45773,106982,166045,55742
2019-02-15 09:00:00,58267,55834,38570,105367,51380,12685,8793,45991,63737,87255,28718,8605,6543,42212,12751,46829,9239,12234,210465,2328.0,25220,170857,56750,101396,137768,67002
