,Thurgau,Glarus,Zug,Jura,Obwalden,Appenzell-Ausserrhoden,Nidwalden,Zurich,Waadt,Basel-Stadt,Wallis,Neuchatel,Appenzell-Innerrhoden,Solothurn,Aargau,Schwyz,Uri,Schaffhausen,Ticino,Basel-Landschaft,Geneve,Luzern,Freiburg,Bern,Graubunden,Sankt-Gallen
2020-01-27 12:00:00,42478,9555,31107,10409,5385,9249,10963,268893,138820,54707,55525,27705,2007.0,61718,111318,33131,6931,12655,54783,59157,100251,70256,51204,182826,52473,97675
2020-01-27 13:00:00,47045,10348,32590,11795,6216,11591,12501,264043,150069,54594,61202,31486,2608.0,64789,116324,36809,8088,13776,62743,63364,106345,75138,57363,190343,56343,107527
2020-01-27 14:00:00,43780,10475,28867,8771,5675,10211,11516,236188,130628,47658,55765,24863,2251.0,59278,108346,34726,7236,12409,52844,57862,87335,67918,47831,170812,55698,97603
2020-01-27 15:00:00,46523,11190,32750,10252,6341,10724,12866,266653,150222,53916,59114,29722,2335.0,68093,123515,37601,7582,13544,58314,65987,94218,75652,56207,195109,56290,104395
2020-01-27 16:00:00,61879,13974,45462,15541,8473,13671,16808,351958,195240,69861,67457,41676,2765.0,93774,167354,49502,8934,17897,69108,86297,117023,102666,75696,265352,53815,136467
2020-01-27 17:00:00,72231,15245,53573,15205,8871,16181,17751,396865,204404,79089,65924,43854,3282.0,101557,187526,55409,8608,19746,68445,93685,128893,111885,82747,276886,51101,150223
2020-01-27 18:00:00,47071,10066,40446,9718,5660,10164,11589,286503,150391,60946,44919,30530,2035.0,68150,130455,39168,5793,14157,52125,67278,110983,75413,55330,176591,33252,96208
2020-01-27 19:00:00,28426,5696,22816,5392,3497,6206,7145,184146,91080,37323,26170,16762,1228.0,41690,78175,24550,3800,8388,31747,41896,70619,44258,34208,112056,20622,59081
2020-01-27 20:00:00,18481,3797,13632,3690,1792,3704,4187,123824,57016,23862,18171,10951,741.0,27997,51106,15803,2676,5621,20715,26260,42794,29101,20805,71081,13238,38947
2020-01-27 21:00:00,13959,2704,11029,2862,1579,3015,3180,96097,42253,18529,13008,7603,627.0,21931,39736,11902,2028,4160,14962,20601,30828,24528,15246,58152,10006,29794
2020-01-27 22:00:00,10305,2090,7879,1865,1141,2244,2485,66156,31065,14550,8642,5660,445.0,17171,30168,8391,1449,2850,10715,16253,24159,17834,11206,40906,7193,21823
2020-01-27 23:00:00,4817,817,3486,731,486,1098,1103,28445,14222,5896,3680,2240,195.0,8029,14005,3706,611,1288,5193,6705,12585,7799,5101,17536,2763,9636
2020-01-28 00:00:00,2623,451,1710,465,222,561,503,18168,9895,3547,2272,1529,65.0,5332,8114,1738,468,724,3270,3621,8429,4509,3607,13876,1426,5823
2020-01-28 01:00:00,1393,188,747,195,88,322,278,7062,4092,1480,1209,847,26.0,2450,3586,977,302,306,1440,1495,3263,1764,3079,50677,762,2725
2020-01-28 02:00:00,1587,270,870,236,87,327,273,8597,4873,1356,1389,1076,66.0,2705,4537,1132,354,400,1294,1976,3840,2299,2082,13274,1082,3382
2020-01-28 03:00:00,1605,246,757,323,136,298,299,6964,3937,1280,1387,771,49.0,2486,4247,999,303,380,1381,1863,2326,2222,1554,5451,946,3324
2020-01-28 04:00:00,4754,661,1843,950,347,890,781,17149,8333,2906,2984,1976,168.0,6104,12320,2500,557,1153,2559,4672,4642,6623,3998,14573,1869,8947
2020-01-28 05:00:00,17434,3205,9227,3205,1870,3181,3641,80320,30580,11766,9578,7602,616.0,25307,49356,11292,1955,4948,10795,19491,15288,25886,15693,57458,6383,31240
2020-01-28 06:00:00,48747,9029,33196,10329,6210,10817,12085,246258,109615,39886,32022,25905,1980.0,75237,136486,36308,5694,12465,35835,61774,49244,77963,54595,188007,24164,96075
2020-01-28 07:00:00,55300,10755,50239,13307,6899,12088,14375,346622,180476,69161,51621,40341,2275.0,92295,157300,45431,6218,15712,62582,84970,105991,92115,71119,236101,38462,116882
2020-01-28 08:00:00,36465,8038,40822,8138,4859,7630,9959,270313,141159,62706,38209,28012,1576.0,63462,113868,33312,5102,12098,53456,65895,109356,63096,45501,168222,30350,80388
2020-01-28 09:00:00,34357,7021,27087,7804,4297,7307,9215,203809,110877,44490,39341,22640,1390.0,49048,90415,27697,5264,10585,46951,49714,79947,53416,40272,140317,35297,73859
2020-01-28 10:00:00,34052,7303,23269,8124,4554,7543,9335,190787,109472,39332,42722,22916,1487.0,48645,87191,26299,5632,10112,46265,47304,70782,53218,39470,139928,39577,74429
2020-01-28 11:00:00,38541,7919,27933,10196,5060,8229,9795,236230,128657,48091,49620,27910,1626.0,58401,100185,29766,6023,11893,51737,55268,86818,64455,49018,164354,44037,86589
2020-01-28 12:00:00,40316,7845,29177,10336,4972,7846,9519,252362,130597,53038,45602,27814,1497.0,60216,108647,28975,5678,12362,51988,56730,93169,66575,47139,169020,41073,87113
2020-01-28 13:00:00,44069,8892,31018,11659,5260,9282,10895,254058,141453,53816,50411,31840,1835.0,63136,112944,32572,6512,13188,60055,60458,102737,69697,52987,178711,44052,94951
2020-01-28 14:00:00,40318,8315,26999,8595,4606,8158,10019,223608,122535,47321,42814,25141,1587.0,58423,105130,29639,5664,11894,50406,54894,84053,61458,44112,156665,40978,85882
2020-01-28 15:00:00,45088,9027,31739,10750,5427,8897,10663,258465,142921,53597,46301,29361,1740.0,67495,121129,33128,6066,12427,55341,64708,90212,69988,52848,182661,41985,94280
2020-01-28 16:00:00,60160,11890,44393,16382,7302,12512,14803,346416,185287,68021,60410,42740,2242.0,95283,167559,46333,8232,16931,67275,84747,110249,98733,72986,255640,45645,127339
2020-01-28 17:00:00,69414,13794,53361,16167,8552,15265,17037,400389,201957,78227,61070,45287,2751.0,102688,185440,52807,8183,19238,68045,91091,125604,110370,80660,278452,47639,143150
2020-01-28 18:00:00,48503,9256,41185,10967,6078,10073,12300,298583,154159,61684,43477,32410,1988.0,72051,135932,39322,6197,14107,52399,68555,113885,77274,57491,183354,32745,97372
2020-01-28 19:00:00,29725,5710,23826,6219,3394,6380,6862,192160,95494,38417,26052,19044,1163.0,43710,82495,25089,3831,8837,33165,41592,75018,47154,35257,115689,20003,60411
2020-01-28 20:00:00,18907,3596,14252,4119,1903,3724,4337,129478,58962,24384,17733,11518,689.0,29370,52982,15875,2705,5325,22273,26786,45192,30267,21569,73637,13171,39567
2020-01-28 21:00:00,14781,2872,12610,2990,1713,3273,3526,103444,46390,20144,13782,9138,560.0,24399,43000,12329,1891,4277,15420,21477,34577,26166,17018,62864,9545,31582
2020-01-28 22:00:00,11656,2184,9409,3102,1332,2614,2664,80534,41491,16047,10209,7152,516.0,19893,34799,10260,1513,3495,12337,18050,29632,20695,13507,48334,7519,25181
2020-01-28 23:00:00,5883,947,4318,1108,486,1242,1243,37387,18894,7083,4397,3259,267.0,9819,17399,4681,843,1670,6574,7838,16182,9151,6474,21090,3460,12061
2020-01-29 00:00:00,3159,518,2170,544,244,660,562,21131,11333,3892,2393,1882,104.0,5709,9289,2257,502,829,3999,3898,9395,5041,3111,12087,1588,7065
2020-01-29 01:00:00,1448,206,907,213,87,346,238,7299,4026,1503,1160,835,45.0,2170,3843,1012,288,296,1599,1581,3452,1778,1315,4509,911,3390
2020-01-29 02:00:00,1171,192,668,228,59,262,183,6279,3412,1020,1185,702,41.0,1866,3262,830,318,354,1254,1279,2305,1625,1168,3984,855,3006
2020-01-29 03:00:00,1699,281,813,302,134,371,300,7597,4482,1356,1628,1009,82.0,2469,4408,1152,340,451,1515,1952,2637,2297,1558,5252,1297,3692
2020-01-29 04:00:00,4934,676,2100,1028,391,1226,833,17765,9137,2976,3112,2316,231.0,6234,12331,2743,597,1194,2758,4500,5085,6910,4237,14022,2305,10000
2020-01-29 05:00:00,18226,3187,9610,3218,1912,3388,3742,82666,31558,11839,9635,7966,611.0,26316,51451,11484,1989,5056,10869,19465,15137,27231,16118,57408,7287,32406
2020-01-29 06:00:00,50911,9448,34923,10930,6085,11084,12548,252172,111121,40827,32784,26860,2074.0,76540,140035,37372,6019,13082,37215,63535,50489,81951,55830,190942,24909,99200
2020-01-29 07:00:00,57704,10794,52000,13881,7109,12233,14136,357971,181843,72980,52375,41609,2212.0,94798,164970,47884,6925,16200,65586,89572,106869,95653,73309,235974,39511,117596
2020-01-29 08:00:00,38525,7767,41920,8626,4842,8004,10626,280686,143683,64856,38350,31445,1675.0,67486,117954,34757,5533,12239,56061,66341,111778,65091,49300,167586,30972,82453
2020-01-29 09:00:00,35432,7309,27832,8180,4117,7394,8855,214740,115333,44910,39037,24403,1355.0,52843,96019,28373,5298,10847,49908,51206,85309,55987,43056,143501,32218,75331
2020-01-29 10:00:00,36276,7265,25859,8368,4604,7606,9843,205326,115977,42503,41854,24180,1490.0,51747,93262,28466,6101,10657,49530,50397,77691,56594,42739,143446,36038,76862
2020-01-29 11:00:00,41190,8240,30831,11382,5159,8649,10382,254278,141590,48893,53820,30604,1786.0,61251,108550,32748,7092,12528,57836,58159,99939,69695,54208,173311,42571,90868
2020-01-29 12:00:00,42240,8134,31775,11545,5109,8334,10345,274784,144675,51497,48340,31031,1765.0,63803,113671,32200,6559,13146,57804,58106,105689,69867,50952,180649,41225,93336
2020-01-29 13:00:00,46648,9259,33136,12463,5665,10100,12061,269026,148081,52638,52667,32762,1957.0,66244,119702,34881,6990,14146,64464,60924,108355,75900,57254,187953,45090,102094
2020-01-29 14:00:00,42677,9191,29945,9626,5254,9124,11162,241110,138974,48137,50424,28830,1905.0,63023,113255,33480,5969,12821,58585,57615,96866,68890,49832,170981,41815,94055
2020-01-29 15:00:00,46754,9618,34211,10923,5712,9612,11636,267438,152591,55177,53335,31043,1865.0,71984,127680,36399,6512,13790,62666,66911,98435,76846,56531,194215,43988,98875
2020-01-29 16:00:00,62296,12343,45504,16789,7879,13163,15869,352111,192213,69825,62395,43280,2453.0,96484,168992,46599,9157,17918,72014,86214,115079,102988,77315,268267,47699,131088
2020-01-29 17:00:00,71711,14287,54552,16183,8633,15710,17589,402032,204407,79604,63625,46418,2971.0,103428,189508,54840,9003,20234,70777,93613,128332,114412,83309,283418,49281,146896
2020-01-29 18:00:00,50173,9761,42979,11180,5762,10930,12089,303560,157409,64931,46034,33197,2171.0,73936,141197,40339,6896,14899,56995,69839,116715,81310,58793,189678,34144,101826
2020-01-29 19:00:00,31868,5848,24998,6405,3514,6686,7793,197283,100619,40123,28719,19983,1332.0,46800,86659,25997,3879,9515,37067,43401,78894,51464,36504,119525,21410,62769
2020-01-29 20:00:00,20479,3882,15477,4276,2266,4105,5024,137093,62466,26155,19180,12072,823.0,30478,55903,16401,2853,5682,24061,28714,48896,33978,22604,78443,14782,41952
2020-01-29 21:00:00,16182,3238,12497,3042,1682,3388,4078,113894,50131,21226,15050,9889,640.0,24759,46207,12872,2128,5061,17338,22908,37599,28622,18037,67066,11501,33843
2020-01-29 22:00:00,13219,2638,10271,2660,1335,2862,3222,83742,41440,16890,10921,7840,555.0,23415,38538,10315,1489,3638,14148,18210,31915,22817,14863,52243,8829,26408
2020-01-29 23:00:00,6227,1251,4752,1170,614,1471,1604,38393,20180,7838,5034,3752,306.0,10698,17902,4995,948,1855,7017,8309,17486,9938,6788,23411,3589,12986
2020-01-30 00:00:00,3288,635,2056,536,267,790,921,22426,12069,4165,2644,1943,109.0,5593,9425,2348,722,824,4353,4310,10851,5501,3397,13584,1867,7360
2020-01-30 01:00:00,1408,234,862,228,121,256,489,7548,4167,1471,1262,764,33.0,1973,3618,1022,422,346,1638,1470,3807,2042,1402,4595,994,2980
2020-01-30 02:00:00,1058,194,599,157,88,201,298,5686,3123,1126,981,636,53.0,1880,3243,749,309,283,1150,1330,2407,1566,1049,3803,812,2507
2020-01-30 03:00:00,1567,389,664,305,88,319,308,7184,4131,1303,1269,729,53.0,2168,4050,999,317,346,1412,1753,2501,2078,1477,4961,1232,3352
2020-01-30 04:00:00,4363,646,1909,987,392,951,898,17266,8371,3065,2848,1889,171.0,5964,11973,2504,519,1248,2436,4349,4715,6533,4049,12763,2054,8798
2020-01-30 05:00:00,16838,3045,9268,2951,1865,3126,4076,77219,29165,11185,9077,7242,622.0,24384,48226,10512,1921,4853,10629,19042,14641,25132,15011,53525,6677,30254
2020-01-30 06:00:00,48430,8842,32585,10063,5885,10611,12468,239287,106123,38716,30902,25851,2042.0,72717,131453,34584,5565,12739,35517,59781,48267,76341,51688,177821,23577,93879
2020-01-30 07:00:00,56201,11722,49935,13291,6650,12290,14889,345204,180362,69725,51816,39727,2421.0,90040,158734,46012,6524,15774,62926,86192,106725,92094,71714,229695,39018,118945
2020-01-30 08:00:00,38377,9781,41999,8620,5219,8106,11593,277147,145813,64913,42749,29077,1734.0,65335,117772,34737,5801,12508,54440,66417,114495,65790,48573,173649,37921,85986
2020-01-30 09:00:00,36364,8579,28486,8184,4855,7853,10906,216716,117272,45539,48557,23335,1684.0,53413,96174,29643,6106,11363,47104,52276,85766,56939,42642,150900,44411,80556
2020-01-30 10:00:00,37667,8610,25273,8151,5015,8272,11388,207650,117207,42909,51376,24160,1896.0,50906,93843,29435,6766,11062,47516,50449,77766,57514,42941,149543,48165,81878
2020-01-30 11:00:00,41316,8842,30903,10577,5703,9617,11835,258113,138427,51386,58763,29676,2191.0,59711,107447,32519,7127,13195,54495,58234,96021,69436,52036,177929,52325,94725
2020-01-30 12:00:00,42860,8852,32546,10640,5400,9406,11658,276554,140364,56702,54163,29304,2211.0,62998,114242,32667,6935,13330,54719,60796,102476,70177,50430,183060,48545,96098
2020-01-30 13:00:00,48458,9805,33971,12232,6110,11479,13132,274497,150769,57082,60088,33672,2728.0,66700,121306,35568,7590,14126,63610,65256,108863,76615,58117,195459,53606,107827
2020-01-30 14:00:00,45231,10452,30247,9373,5422,10575,12436,246952,135504,51688,56800,27410,2487.0,63459,114374,34638,6867,13355,55003,60489,92389,69817,49700,177417,54007,101110
2020-01-30 15:00:00,48770,11391,35218,11114,6490,11214,13562,277812,153730,57711,60934,31990,2517.0,73379,130323,38452,7848,14384,60761,69217,96728,78326,58774,203678,57263,108124
2020-01-30 16:00:00,64253,14386,47928,16894,8395,13841,17097,362693,194624,71979,69996,44634,2800.0,98900,173251,51337,10087,18632,71304,88694,121032,104741,76523,272458,56888,140381
2020-01-30 17:00:00,60089,14024,45302,12804,7340,14262,14830,334813,162091,64574,53174,37492,2947.0,82675,156879,47281,7623,17237,55967,77740,104609,91644,65404,223376,42039,126983
2020-01-30 18:00:00,35055,8124,29278,7365,4068,8508,8866,208632,101791,47006,30636,22462,1727.0,50654,96000,30360,5141,11195,37456,49531,81622,53816,39471,125501,24566,74504
2020-01-30 19:00:00,22730,4673,17815,4574,2415,5331,5197,135933,67601,29422,20331,13429,1058.0,31635,61139,19012,3254,7313,26373,30811,59779,33938,25235,81147,15990,48535
2020-01-30 20:00:00,15268,3378,11342,3045,1460,3428,3276,98315,44890,19721,14388,8907,656.0,21813,41289,12825,2661,4991,18110,20993,37459,22844,16153,55782,10864,32316
2020-01-30 21:00:00,12740,2422,9459,2351,1253,2755,2893,83888,35585,16329,11026,6985,468.0,18194,33242,10092,1768,3835,14076,17396,29128,20419,13579,48933,9201,27318
2020-01-30 22:00:00,10134,2292,8240,1838,1147,2282,2364,70312,31139,12885,8277,6230,395.0,14824,28143,8985,1426,3064,10544,14023,29307,17045,11803,39884,8189,22619
2020-01-30 23:00:00,4959,1225,4415,994,505,1238,1247,32741,17064,6635,4536,2909,226.0,8504,15317,4611,842,1607,5631,7204,19032,8208,5584,18851,3542,11035
2020-01-31 00:00:00,2896,478,2027,511,209,586,600,21269,13770,4113,2639,1792,80.0,5064,8541,2173,498,822,4089,4055,13410,4721,3259,11858,1833,6389
2020-01-31 01:00:00,1148,195,640,221,119,230,287,6952,3879,1709,1442,799,29.0,2069,3150,809,467,325,1655,1569,4160,1683,1404,4366,967,2671
2020-01-31 02:00:00,949,164,629,154,182,181,326,5778,3025,1151,913,538,33.0,1500,2503,769,371,253,1130,1257,2657,1468,1074,3445,900,2291
2020-01-31 03:00:00,1294,225,544,270,105,270,220,6540,3778,1298,976,632,49.0,1996,3614,831,226,305,1348,1396,2566,1808,1241,4230,782,2746
2020-01-31 04:00:00,3580,465,1396,760,279,794,653,14176,6513,2707,2036,1464,153.0,4593,9369,1871,498,1022,2110,3662,4520,4814,2900,9498,1470,6983
2020-01-31 05:00:00,12444,2224,6419,2240,1237,2365,2639,57675,21449,8892,6190,5622,425.0,16960,35113,7689,1539,3964,8321,14510,11890,17656,10224,36740,4738,21853
2020-01-31 06:00:00,33632,6069,22026,7205,3915,7630,8098,166629,74284,28383,20905,18393,1387.0,46395,90291,24542,4047,9138,26923,42873,37309,51256,34945,117208,16109,66079
2020-01-31 07:00:00,39044,8755,34035,8937,4755,8875,10490,239374,123624,47895,36294,27340,1733.0,59528,107388,33864,5347,11596,45697,59925,77642,63151,47218,151276,27395,84603
2020-01-31 08:00:00,28429,8003,30142,6200,4071,6569,9089,205062,103946,45065,32882,20464,1390.0,44139,82627,28379,5993,9480,41420,47252,83514,47700,34405,120358,28091,66064
2020-01-31 09:00:00,29988,7414,22055,6012,3806,6587,8216,170677,89265,34975,38444,18196,1294.0,40016,75514,24387,6064,9069,37932,40193,65588,44486,32311,112013,34146,64246
2020-01-31 10:00:00,31740,7574,21255,6749,4073,6923,8677,171467,95074,35545,45228,19516,1480.0,40982,76713,25816,6425,9683,39753,42520,64243,46636,35485,120602,40135,69876
2020-01-31 11:00:00,37331,8758,26107,9053,4914,8623,10454,223434,119181,45258,54077,25963,1942.0,50581,93665,29637,6809,11672,47756,51344,84331,58491,45104,150491,46300,85400
2020-01-31 12:00:00,39600,8954,28175,8709,4883,8500,10296,241830,121969,51704,50974,25537,1840.0,55453,101363,30668,7176,12359,49054,54835,90949,61343,43275,159983,44365,89195
2020-01-31 13:00:00,46586,10540,31253,10259,5626,10523,11997,256209,135232,53088,56906,29784,2372.0,60864,113723,36109,7904,13602,57989,60564,99838,69118,52362,177166,51215,102327
2020-01-31 14:00:00,46222,11994,29902,9012,6272,9992,12460,241866,132303,50501,58469,26243,2237.0,60911,112463,37112,8258,13406,53139,58693,87930,67636,49508,173493,53389,102470
2020-01-31 15:00:00,51701,13637,36565,11157,7351,11195,14543,279678,157169,55645,65995,32841,2476.0,70113,129772,44030,9885,14998,59511,67964,96581,78962,58816,198908,59064,114989
2020-01-31 16:00:00,63801,17026,45472,14792,8646,14337,17722,338880,185148,66852,73718,41442,3133.0,86995,159514,54136,11742,18667,67869,80142,113594,99426,71924,247461,64392,143091
2020-01-31 17:00:00,66225,18701,49410,13658,8085,14607,17268,358860,184613,69960,66596,39083,3061.0,88281,164026,56801,10289,18887,67089,82687,120772,100875,72417,241525,56423,142854
2020-01-31 18:00:00,51797,15793,40534,11332,6447,11224,13610,287230,157435,58227,56431,32298,2457.0,70770,131722,45972,9830,15110,57319,67546,108741,80426,60202,194590,47709,113901
2020-01-31 19:00:00,36015,12224,27353,7866,4164,7392,8891,196700,111712,39926,42302,23061,1606.0,47758,89894,33704,6010,10838,39491,43653,85778,54927,43142,130543,34684,78978
2020-01-31 20:00:00,24302,8053,15816,5033,2482,4943,5771,138947,74458,27419,28446,13021,939.0,34102,60949,21528,4447,7069,24849,28681,51901,37551,27981,88379,25183,53802
2020-01-31 21:00:00,20208,5269,14042,3743,1943,3955,4364,116595,56723,23659,22820,10982,729.0,27769,48881,16038,3248,5814,22315,24164,39336,30095,22517,75590,19053,43294
2020-01-31 22:00:00,19083,4096,16013,3846,1915,3742,4550,118912,56861,23724,19460,10994,694.0,26538,47734,14903,3066,5105,23134,24594,39077,30198,21992,75539,16675,39256
2020-01-31 23:00:00,13116,2717,10597,3174,1571,3077,3886,84096,41246,17601,13170,8497,562.0,21376,37352,11269,2092,3720,13234,20860,28137,22910,16294,53664,9874,27739
2020-02-01 00:00:00,9771,1885,7584,2621,1315,2104,2675,71212,35634,14393,9647,7321,372.0,17013,29104,7856,1477,2577,11772,14536,25486,20245,13311,44416,7146,22389
2020-02-01 01:00:00,5315,817,3392,1432,489,1136,1095,29671,15704,7233,4717,3150,233.0,6843,12802,3972,788,1501,5209,6518,12904,8195,5561,17445,3114,11610
2020-02-01 02:00:00,3275,544,2181,810,334,707,752,20338,10853,4800,3264,1985,157.0,4501,8575,2472,606,987,3308,4166,8080,6023,3787,11422,2270,7512
2020-02-01 03:00:00,2565,422,1491,659,244,569,578,15908,8542,3747,2598,1405,139.0,3772,6345,2072,437,719,2968,3729,5851,4276,3189,9542,2405,6140
2020-02-01 04:00:00,2913,574,1562,628,223,607,707,16493,8539,3991,2937,1277,91.0,4405,7688,2288,616,899,2498,3856,7115,4224,3189,9674,2264,6782
2020-02-01 05:00:00,5455,1139,2613,930,555,1081,1165,27677,12418,5405,4188,2546,184.0,8107,13911,3823,1062,1639,4295,6577,9171,7421,5238,18225,3481,10707
2020-02-01 06:00:00,10901,3417,6171,1904,1280,2497,2720,48960,23414,8717,9229,5084,500.0,16341,26538,9447,2219,2778,8742,12227,13113,15212,10744,38487,7916,24168
2020-02-01 07:00:00,18087,9290,13036,3262,3404,4246,6708,86628,46942,13459,21472,9044,1064.0,27688,47091,20790,4713,4383,17476,19127,23217,31651,21172,71396,22132,48429
2020-02-01 08:00:00,29171,12350,19171,5462,5699,6559,10822,139095,77026,23812,43512,15348,1504.0,41027,71345,30422,7855,7788,28676,33596,41016,46657,33818,110444,45337,72015
