date,canton_code,canton_names,bag_falle,bag_tode,bag_cum_falle,bag_cum_tode,bag_hosp,bag_cum_hosp,date_t0,t,NUTS3
2020-02-24,AG,Aargau,0,0,0,0,0,0,2020-02-25,0,CH033
2020-02-25,AG,Aargau,1,0,1,0,1,1,2020-02-25,1,CH033
2020-02-26,AG,Aargau,0,0,1,0,0,1,2020-02-25,2,CH033
2020-02-27,AG,Aargau,0,0,1,0,0,1,2020-02-25,3,CH033
2020-02-28,AG,Aargau,0,0,1,0,0,1,2020-02-25,4,CH033
2020-02-29,AG,Aargau,2,0,3,0,2,3,2020-02-25,5,CH033
2020-03-01,AG,Aargau,2,0,5,0,0,3,2020-02-25,6,CH033
2020-03-02,AG,Aargau,1,0,6,0,2,5,2020-02-25,7,CH033
2020-03-03,AG,Aargau,1,0,7,0,1,6,2020-02-25,8,CH033
2020-03-04,AG,Aargau,3,0,10,0,3,9,2020-02-25,9,CH033
2020-03-05,AG,Aargau,2,0,12,0,0,9,2020-02-25,10,CH033
2020-03-06,AG,Aargau,2,0,14,0,0,9,2020-02-25,11,CH033
2020-03-07,AG,Aargau,0,0,14,0,0,9,2020-02-25,12,CH033
2020-03-08,AG,Aargau,1,0,15,0,0,9,2020-02-25,13,CH033
2020-03-09,AG,Aargau,3,0,18,0,0,9,2020-02-25,14,CH033
2020-03-10,AG,Aargau,3,0,21,0,0,9,2020-02-25,15,CH033
2020-03-11,AG,Aargau,7,0,28,0,0,9,2020-02-25,16,CH033
2020-03-12,AG,Aargau,7,0,35,0,1,10,2020-02-25,17,CH033
2020-03-13,AG,Aargau,6,0,41,0,1,11,2020-02-25,18,CH033
2020-03-14,AG,Aargau,10,0,51,0,2,13,2020-02-25,19,CH033
2020-03-15,AG,Aargau,8,0,59,0,2,15,2020-02-25,20,CH033
2020-03-16,AG,Aargau,33,0,92,0,5,20,2020-02-25,21,CH033
2020-03-17,AG,Aargau,36,0,128,0,3,23,2020-02-25,22,CH033
2020-03-18,AG,Aargau,35,0,163,0,5,28,2020-02-25,23,CH033
2020-03-19,AG,Aargau,32,1,195,1,2,30,2020-02-25,24,CH033
2020-03-20,AG,Aargau,37,0,232,1,2,32,2020-02-25,25,CH033
2020-03-21,AG,Aargau,11,0,243,1,1,33,2020-02-25,26,CH033
2020-03-22,AG,Aargau,9,0,252,1,1,34,2020-02-25,27,CH033
2020-03-23,AG,Aargau,42,1,294,2,8,42,2020-02-25,28,CH033
2020-03-24,AG,Aargau,54,0,348,2,8,50,2020-02-25,29,CH033
2020-03-25,AG,Aargau,46,0,394,2,9,59,2020-02-25,30,CH033
2020-03-26,AG,Aargau,35,1,429,3,14,73,2020-02-25,31,CH033
2020-03-27,AG,Aargau,54,2,483,5,5,78,2020-02-25,32,CH033
2020-03-28,AG,Aargau,22,3,505,8,6,84,2020-02-25,33,CH033
2020-03-29,AG,Aargau,18,1,523,9,6,90,2020-02-25,34,CH033
2020-03-30,AG,Aargau,59,2,582,11,4,94,2020-02-25,35,CH033
2020-03-31,AG,Aargau,42,0,624,11,6,100,2020-02-25,36,CH033
2020-04-01,AG,Aargau,37,0,661,11,0,100,2020-02-25,37,CH033
2020-04-02,AG,Aargau,33,3,694,14,5,105,2020-02-25,38,CH033
2020-04-03,AG,Aargau,40,1,734,15,6,111,2020-02-25,39,CH033
2020-04-04,AG,Aargau,23,3,757,18,2,113,2020-02-25,40,CH033
2020-04-05,AG,Aargau,11,1,768,19,3,116,2020-02-25,41,CH033
2020-04-06,AG,Aargau,43,0,811,19,7,123,2020-02-25,42,CH033
2020-04-07,AG,Aargau,35,0,846,19,7,130,2020-02-25,43,CH033
2020-04-08,AG,Aargau,22,3,868,22,1,131,2020-02-25,44,CH033
2020-04-09,AG,Aargau,25,0,893,22,3,134,2020-02-25,45,CH033
2020-04-10,AG,Aargau,11,3,904,25,0,134,2020-02-25,46,CH033
2020-04-11,AG,Aargau,5,1,909,26,2,136,2020-02-25,47,CH033
2020-04-12,AG,Aargau,8,0,917,26,2,138,2020-02-25,48,CH033
2020-04-13,AG,Aargau,12,0,929,26,0,138,2020-02-25,49,CH033
2020-04-14,AG,Aargau,24,2,953,28,3,141,2020-02-25,50,CH033
2020-04-15,AG,Aargau,16,0,969,28,1,142,2020-02-25,51,CH033
2020-04-16,AG,Aargau,19,1,988,29,1,143,2020-02-25,52,CH033
2020-04-17,AG,Aargau,23,0,1011,29,3,146,2020-02-25,53,CH033
2020-04-18,AG,Aargau,5,0,1016,29,0,146,2020-02-25,54,CH033
2020-04-19,AG,Aargau,0,0,1016,29,0,146,2020-02-25,55,CH033
2020-04-20,AG,Aargau,13,1,1029,30,1,147,2020-02-25,56,CH033
2020-04-21,AG,Aargau,15,2,1044,32,3,150,2020-02-25,57,CH033
2020-04-22,AG,Aargau,14,1,1058,33,0,150,2020-02-25,58,CH033
2020-04-23,AG,Aargau,12,1,1070,34,3,153,2020-02-25,59,CH033
2020-04-24,AG,Aargau,12,0,1082,34,0,153,2020-02-25,60,CH033
2020-04-25,AG,Aargau,5,1,1087,35,4,157,2020-02-25,61,CH033
2020-04-26,AG,Aargau,1,0,1088,35,0,157,2020-02-25,62,CH033
2020-04-27,AG,Aargau,11,0,1099,35,0,157,2020-02-25,63,CH033
2020-04-28,AG,Aargau,4,0,1103,35,2,159,2020-02-25,64,CH033
2020-04-29,AG,Aargau,9,2,1112,37,2,161,2020-02-25,65,CH033
2020-04-30,AG,Aargau,7,0,1119,37,0,161,2020-02-25,66,CH033
2020-05-01,AG,Aargau,5,1,1124,38,0,161,2020-02-25,67,CH033
2020-05-02,AG,Aargau,3,0,1127,38,1,162,2020-02-25,68,CH033
2020-05-03,AG,Aargau,0,0,1127,38,1,163,2020-02-25,69,CH033
2020-05-04,AG,Aargau,10,1,1137,39,0,163,2020-02-25,70,CH033
2020-05-05,AG,Aargau,3,0,1140,39,0,163,2020-02-25,71,CH033
2020-05-06,AG,Aargau,4,0,1144,39,1,164,2020-02-25,72,CH033
2020-05-07,AG,Aargau,2,0,1146,39,0,164,2020-02-25,73,CH033
2020-05-08,AG,Aargau,5,1,1151,40,1,165,2020-02-25,74,CH033
2020-05-09,AG,Aargau,6,0,1157,40,0,165,2020-02-25,75,CH033
2020-05-10,AG,Aargau,2,1,1159,41,0,165,2020-02-25,76,CH033
2020-05-11,AG,Aargau,2,0,1161,41,0,165,2020-02-25,77,CH033
2020-05-12,AG,Aargau,4,0,1165,41,0,165,2020-02-25,78,CH033
2020-05-13,AG,Aargau,5,0,1170,41,1,166,2020-02-25,79,CH033
2020-05-14,AG,Aargau,2,0,1172,41,0,166,2020-02-25,80,CH033
2020-05-15,AG,Aargau,3,1,1175,42,1,167,2020-02-25,81,CH033
2020-05-16,AG,Aargau,4,0,1179,42,0,167,2020-02-25,82,CH033
2020-05-17,AG,Aargau,0,0,1179,42,1,168,2020-02-25,83,CH033
2020-05-18,AG,Aargau,4,0,1183,42,1,169,2020-02-25,84,CH033
2020-05-19,AG,Aargau,3,0,1186,42,0,169,2020-02-25,85,CH033
2020-05-20,AG,Aargau,0,0,1186,42,0,169,2020-02-25,86,CH033
2020-05-21,AG,Aargau,0,0,1186,42,0,169,2020-02-25,87,CH033
2020-05-22,AG,Aargau,0,0,1186,42,0,169,2020-02-25,88,CH033
2020-05-23,AG,Aargau,0,0,1186,42,0,169,2020-02-25,89,CH033
2020-02-24,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-17,CH054
2020-02-25,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-16,CH054
2020-02-26,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-15,CH054
2020-02-27,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-14,CH054
2020-02-28,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-13,CH054
2020-02-29,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-12,CH054
2020-03-01,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-11,CH054
2020-03-02,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-10,CH054
2020-03-03,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-9,CH054
2020-03-04,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-8,CH054
2020-03-05,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-7,CH054
2020-03-06,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-6,CH054
2020-03-07,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-5,CH054
2020-03-08,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-4,CH054
2020-03-09,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-3,CH054
2020-03-10,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-2,CH054
2020-03-11,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,-1,CH054
2020-03-12,AI,Appenzell Innerrhoden,0,0,0,0,0,0,2020-03-13,0,CH054
2020-03-13,AI,Appenzell Innerrhoden,2,0,2,0,0,0,2020-03-13,1,CH054
2020-03-14,AI,Appenzell Innerrhoden,0,0,2,0,0,0,2020-03-13,2,CH054
2020-03-15,AI,Appenzell Innerrhoden,0,0,2,0,0,0,2020-03-13,3,CH054
2020-03-16,AI,Appenzell Innerrhoden,1,0,3,0,0,0,2020-03-13,4,CH054
2020-03-17,AI,Appenzell Innerrhoden,0,0,3,0,0,0,2020-03-13,5,CH054
2020-03-18,AI,Appenzell Innerrhoden,0,0,3,0,0,0,2020-03-13,6,CH054
2020-03-19,AI,Appenzell Innerrhoden,1,0,4,0,2,2,2020-03-13,7,CH054
2020-03-20,AI,Appenzell Innerrhoden,1,0,5,0,0,2,2020-03-13,8,CH054
2020-03-21,AI,Appenzell Innerrhoden,0,0,5,0,0,2,2020-03-13,9,CH054
2020-03-22,AI,Appenzell Innerrhoden,0,0,5,0,0,2,2020-03-13,10,CH054
2020-03-23,AI,Appenzell Innerrhoden,0,0,5,0,0,2,2020-03-13,11,CH054
2020-03-24,AI,Appenzell Innerrhoden,2,0,7,0,0,2,2020-03-13,12,CH054
2020-03-25,AI,Appenzell Innerrhoden,0,0,7,0,0,2,2020-03-13,13,CH054
2020-03-26,AI,Appenzell Innerrhoden,0,0,7,0,0,2,2020-03-13,14,CH054
2020-03-27,AI,Appenzell Innerrhoden,2,0,9,0,0,2,2020-03-13,15,CH054
2020-03-28,AI,Appenzell Innerrhoden,1,0,10,0,0,2,2020-03-13,16,CH054
2020-03-29,AI,Appenzell Innerrhoden,0,0,10,0,0,2,2020-03-13,17,CH054
2020-03-30,AI,Appenzell Innerrhoden,0,0,10,0,0,2,2020-03-13,18,CH054
2020-03-31,AI,Appenzell Innerrhoden,3,0,13,0,0,2,2020-03-13,19,CH054
2020-04-01,AI,Appenzell Innerrhoden,3,0,16,0,0,2,2020-03-13,20,CH054
2020-04-02,AI,Appenzell Innerrhoden,0,0,16,0,0,2,2020-03-13,21,CH054
2020-04-03,AI,Appenzell Innerrhoden,1,0,17,0,0,2,2020-03-13,22,CH054
2020-04-04,AI,Appenzell Innerrhoden,0,0,17,0,0,2,2020-03-13,23,CH054
2020-04-05,AI,Appenzell Innerrhoden,0,0,17,0,0,2,2020-03-13,24,CH054
2020-04-06,AI,Appenzell Innerrhoden,0,0,17,0,0,2,2020-03-13,25,CH054
2020-04-07,AI,Appenzell Innerrhoden,1,0,18,0,0,2,2020-03-13,26,CH054
2020-04-08,AI,Appenzell Innerrhoden,1,0,19,0,0,2,2020-03-13,27,CH054
2020-04-09,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,28,CH054
2020-04-10,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,29,CH054
2020-04-11,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,30,CH054
2020-04-12,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,31,CH054
2020-04-13,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,32,CH054
2020-04-14,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,33,CH054
2020-04-15,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,34,CH054
2020-04-16,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,35,CH054
2020-04-17,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,36,CH054
2020-04-18,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,37,CH054
2020-04-19,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,38,CH054
2020-04-20,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,39,CH054
2020-04-21,AI,Appenzell Innerrhoden,0,0,19,0,0,2,2020-03-13,40,CH054
2020-04-22,AI,Appenzell Innerrhoden,1,0,20,0,0,2,2020-03-13,41,CH054
2020-04-23,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,42,CH054
2020-04-24,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,43,CH054
2020-04-25,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,44,CH054
2020-04-26,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,45,CH054
2020-04-27,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,46,CH054
2020-04-28,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,47,CH054
2020-04-29,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,48,CH054
2020-04-30,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,49,CH054
2020-05-01,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,50,CH054
2020-05-02,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,51,CH054
2020-05-03,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,52,CH054
2020-05-04,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,53,CH054
2020-05-05,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,54,CH054
2020-05-06,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,55,CH054
2020-05-07,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,56,CH054
2020-05-08,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,57,CH054
2020-05-09,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,58,CH054
2020-05-10,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,59,CH054
2020-05-11,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,60,CH054
2020-05-12,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,61,CH054
2020-05-13,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,62,CH054
2020-05-14,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,63,CH054
2020-05-15,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,64,CH054
2020-05-16,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,65,CH054
2020-05-17,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,66,CH054
2020-05-18,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,67,CH054
2020-05-19,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,68,CH054
2020-05-20,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,69,CH054
2020-05-21,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,70,CH054
2020-05-22,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,71,CH054
2020-05-23,AI,Appenzell Innerrhoden,0,0,20,0,0,2,2020-03-13,72,CH054
2020-02-24,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,-8,CH053
2020-02-25,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,-7,CH053
2020-02-26,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,-6,CH053
2020-02-27,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,-5,CH053
2020-02-28,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,-4,CH053
2020-02-29,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,-3,CH053
2020-03-01,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,-2,CH053
2020-03-02,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,-1,CH053
2020-03-03,AR,Appenzell Ausserrhoden,0,0,0,0,0,0,2020-03-04,0,CH053
2020-03-04,AR,Appenzell Ausserrhoden,1,0,1,0,0,0,2020-03-04,1,CH053
2020-03-05,AR,Appenzell Ausserrhoden,0,0,1,0,0,0,2020-03-04,2,CH053
2020-03-06,AR,Appenzell Ausserrhoden,0,0,1,0,0,0,2020-03-04,3,CH053
2020-03-07,AR,Appenzell Ausserrhoden,0,0,1,0,0,0,2020-03-04,4,CH053
2020-03-08,AR,Appenzell Ausserrhoden,1,0,2,0,0,0,2020-03-04,5,CH053
2020-03-09,AR,Appenzell Ausserrhoden,1,0,3,0,0,0,2020-03-04,6,CH053
2020-03-10,AR,Appenzell Ausserrhoden,0,0,3,0,0,0,2020-03-04,7,CH053
2020-03-11,AR,Appenzell Ausserrhoden,2,0,5,0,1,1,2020-03-04,8,CH053
2020-03-12,AR,Appenzell Ausserrhoden,0,0,5,0,0,1,2020-03-04,9,CH053
2020-03-13,AR,Appenzell Ausserrhoden,1,0,6,0,0,1,2020-03-04,10,CH053
2020-03-14,AR,Appenzell Ausserrhoden,3,0,9,0,0,1,2020-03-04,11,CH053
2020-03-15,AR,Appenzell Ausserrhoden,1,0,10,0,0,1,2020-03-04,12,CH053
2020-03-16,AR,Appenzell Ausserrhoden,5,0,15,0,2,3,2020-03-04,13,CH053
2020-03-17,AR,Appenzell Ausserrhoden,2,0,17,0,3,6,2020-03-04,14,CH053
2020-03-18,AR,Appenzell Ausserrhoden,4,0,21,0,0,6,2020-03-04,15,CH053
2020-03-19,AR,Appenzell Ausserrhoden,7,0,28,0,1,7,2020-03-04,16,CH053
2020-03-20,AR,Appenzell Ausserrhoden,2,0,30,0,0,7,2020-03-04,17,CH053
2020-03-21,AR,Appenzell Ausserrhoden,1,1,31,1,0,7,2020-03-04,18,CH053
2020-03-22,AR,Appenzell Ausserrhoden,0,0,31,1,0,7,2020-03-04,19,CH053
2020-03-23,AR,Appenzell Ausserrhoden,3,1,34,2,0,7,2020-03-04,20,CH053
2020-03-24,AR,Appenzell Ausserrhoden,3,0,37,2,0,7,2020-03-04,21,CH053
2020-03-25,AR,Appenzell Ausserrhoden,3,0,40,2,1,8,2020-03-04,22,CH053
2020-03-26,AR,Appenzell Ausserrhoden,3,0,43,2,0,8,2020-03-04,23,CH053
2020-03-27,AR,Appenzell Ausserrhoden,2,0,45,2,0,8,2020-03-04,24,CH053
2020-03-28,AR,Appenzell Ausserrhoden,4,0,49,2,1,9,2020-03-04,25,CH053
2020-03-29,AR,Appenzell Ausserrhoden,2,0,51,2,0,9,2020-03-04,26,CH053
2020-03-30,AR,Appenzell Ausserrhoden,4,0,55,2,1,10,2020-03-04,27,CH053
2020-03-31,AR,Appenzell Ausserrhoden,5,0,60,2,3,13,2020-03-04,28,CH053
2020-04-01,AR,Appenzell Ausserrhoden,2,1,62,3,0,13,2020-03-04,29,CH053
2020-04-02,AR,Appenzell Ausserrhoden,2,0,64,3,0,13,2020-03-04,30,CH053
2020-04-03,AR,Appenzell Ausserrhoden,1,0,65,3,0,13,2020-03-04,31,CH053
2020-04-04,AR,Appenzell Ausserrhoden,1,0,66,3,1,14,2020-03-04,32,CH053
2020-04-05,AR,Appenzell Ausserrhoden,1,0,67,3,0,14,2020-03-04,33,CH053
2020-04-06,AR,Appenzell Ausserrhoden,2,0,69,3,0,14,2020-03-04,34,CH053
2020-04-07,AR,Appenzell Ausserrhoden,3,0,72,3,0,14,2020-03-04,35,CH053
2020-04-08,AR,Appenzell Ausserrhoden,2,0,74,3,0,14,2020-03-04,36,CH053
2020-04-09,AR,Appenzell Ausserrhoden,1,0,75,3,0,14,2020-03-04,37,CH053
2020-04-10,AR,Appenzell Ausserrhoden,0,0,75,3,0,14,2020-03-04,38,CH053
2020-04-11,AR,Appenzell Ausserrhoden,0,0,75,3,1,15,2020-03-04,39,CH053
2020-04-12,AR,Appenzell Ausserrhoden,0,0,75,3,0,15,2020-03-04,40,CH053
2020-04-13,AR,Appenzell Ausserrhoden,0,0,75,3,0,15,2020-03-04,41,CH053
2020-04-14,AR,Appenzell Ausserrhoden,0,0,75,3,0,15,2020-03-04,42,CH053
2020-04-15,AR,Appenzell Ausserrhoden,1,0,76,3,0,15,2020-03-04,43,CH053
2020-04-16,AR,Appenzell Ausserrhoden,0,0,76,3,0,15,2020-03-04,44,CH053
2020-04-17,AR,Appenzell Ausserrhoden,2,0,78,3,0,15,2020-03-04,45,CH053
2020-04-18,AR,Appenzell Ausserrhoden,1,0,79,3,1,16,2020-03-04,46,CH053
2020-04-19,AR,Appenzell Ausserrhoden,0,0,79,3,1,17,2020-03-04,47,CH053
2020-04-20,AR,Appenzell Ausserrhoden,2,0,81,3,0,17,2020-03-04,48,CH053
2020-04-21,AR,Appenzell Ausserrhoden,2,0,83,3,1,18,2020-03-04,49,CH053
2020-04-22,AR,Appenzell Ausserrhoden,1,0,84,3,0,18,2020-03-04,50,CH053
2020-04-23,AR,Appenzell Ausserrhoden,1,0,85,3,0,18,2020-03-04,51,CH053
2020-04-24,AR,Appenzell Ausserrhoden,2,0,87,3,1,19,2020-03-04,52,CH053
2020-04-25,AR,Appenzell Ausserrhoden,0,0,87,3,0,19,2020-03-04,53,CH053
2020-04-26,AR,Appenzell Ausserrhoden,0,0,87,3,0,19,2020-03-04,54,CH053
2020-04-27,AR,Appenzell Ausserrhoden,0,0,87,3,0,19,2020-03-04,55,CH053
2020-04-28,AR,Appenzell Ausserrhoden,0,0,87,3,1,20,2020-03-04,56,CH053
2020-04-29,AR,Appenzell Ausserrhoden,1,0,88,3,0,20,2020-03-04,57,CH053
2020-04-30,AR,Appenzell Ausserrhoden,1,0,89,3,0,20,2020-03-04,58,CH053
2020-05-01,AR,Appenzell Ausserrhoden,0,0,89,3,0,20,2020-03-04,59,CH053
2020-05-02,AR,Appenzell Ausserrhoden,0,0,89,3,0,20,2020-03-04,60,CH053
2020-05-03,AR,Appenzell Ausserrhoden,0,0,89,3,1,21,2020-03-04,61,CH053
2020-05-04,AR,Appenzell Ausserrhoden,0,0,89,3,0,21,2020-03-04,62,CH053
2020-05-05,AR,Appenzell Ausserrhoden,0,0,89,3,0,21,2020-03-04,63,CH053
2020-05-06,AR,Appenzell Ausserrhoden,0,0,89,3,0,21,2020-03-04,64,CH053
2020-05-07,AR,Appenzell Ausserrhoden,0,0,89,3,0,21,2020-03-04,65,CH053
2020-05-08,AR,Appenzell Ausserrhoden,1,0,90,3,0,21,2020-03-04,66,CH053
2020-05-09,AR,Appenzell Ausserrhoden,0,0,90,3,0,21,2020-03-04,67,CH053
2020-05-10,AR,Appenzell Ausserrhoden,0,0,90,3,0,21,2020-03-04,68,CH053
2020-05-11,AR,Appenzell Ausserrhoden,0,0,90,3,0,21,2020-03-04,69,CH053
2020-05-12,AR,Appenzell Ausserrhoden,0,0,90,3,0,21,2020-03-04,70,CH053
2020-05-13,AR,Appenzell Ausserrhoden,1,0,91,3,1,22,2020-03-04,71,CH053
2020-05-14,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,72,CH053
2020-05-15,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,73,CH053
2020-05-16,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,74,CH053
2020-05-17,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,75,CH053
2020-05-18,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,76,CH053
2020-05-19,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,77,CH053
2020-05-20,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,78,CH053
2020-05-21,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,79,CH053
2020-05-22,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,80,CH053
2020-05-23,AR,Appenzell Ausserrhoden,0,0,91,3,0,22,2020-03-04,81,CH053
2020-02-24,BE,Bern,0,0,0,0,0,0,2020-02-27,-2,CH021
2020-02-25,BE,Bern,0,0,0,0,0,0,2020-02-27,-1,CH021
2020-02-26,BE,Bern,0,0,0,0,0,0,2020-02-27,0,CH021
2020-02-27,BE,Bern,1,0,1,0,0,0,2020-02-27,1,CH021
2020-02-28,BE,Bern,0,0,1,0,1,1,2020-02-27,2,CH021
2020-02-29,BE,Bern,1,0,2,0,1,2,2020-02-27,3,CH021
2020-03-01,BE,Bern,0,0,2,0,1,3,2020-02-27,4,CH021
2020-03-02,BE,Bern,4,0,6,0,2,5,2020-02-27,5,CH021
2020-03-03,BE,Bern,3,0,9,0,1,6,2020-02-27,6,CH021
2020-03-04,BE,Bern,8,0,17,0,0,6,2020-02-27,7,CH021
2020-03-05,BE,Bern,5,0,22,0,1,7,2020-02-27,8,CH021
2020-03-06,BE,Bern,9,0,31,0,3,10,2020-02-27,9,CH021
2020-03-07,BE,Bern,0,0,31,0,0,10,2020-02-27,10,CH021
2020-03-08,BE,Bern,3,0,34,0,1,11,2020-02-27,11,CH021
2020-03-09,BE,Bern,4,0,38,0,0,11,2020-02-27,12,CH021
2020-03-10,BE,Bern,7,0,45,0,1,12,2020-02-27,13,CH021
2020-03-11,BE,Bern,16,0,61,0,4,16,2020-02-27,14,CH021
2020-03-12,BE,Bern,24,0,85,0,1,17,2020-02-27,15,CH021
2020-03-13,BE,Bern,11,0,96,0,2,19,2020-02-27,16,CH021
2020-03-14,BE,Bern,19,0,115,0,0,19,2020-02-27,17,CH021
2020-03-15,BE,Bern,20,0,135,0,0,19,2020-02-27,18,CH021
2020-03-16,BE,Bern,69,1,204,1,10,29,2020-02-27,19,CH021
2020-03-17,BE,Bern,54,1,258,2,7,36,2020-02-27,20,CH021
2020-03-18,BE,Bern,62,0,320,2,8,44,2020-02-27,21,CH021
2020-03-19,BE,Bern,52,0,372,2,2,46,2020-02-27,22,CH021
2020-03-20,BE,Bern,61,1,433,3,6,52,2020-02-27,23,CH021
2020-03-21,BE,Bern,42,2,475,5,6,58,2020-02-27,24,CH021
2020-03-22,BE,Bern,35,1,510,6,5,63,2020-02-27,25,CH021
2020-03-23,BE,Bern,69,0,579,6,12,75,2020-02-27,26,CH021
2020-03-24,BE,Bern,54,0,633,6,13,88,2020-02-27,27,CH021
2020-03-25,BE,Bern,58,1,691,7,10,98,2020-02-27,28,CH021
2020-03-26,BE,Bern,54,2,745,9,6,104,2020-02-27,29,CH021
2020-03-27,BE,Bern,81,0,826,9,9,113,2020-02-27,30,CH021
2020-03-28,BE,Bern,24,4,850,13,10,123,2020-02-27,31,CH021
2020-03-29,BE,Bern,21,2,871,15,6,129,2020-02-27,32,CH021
2020-03-30,BE,Bern,74,5,945,20,9,138,2020-02-27,33,CH021
2020-03-31,BE,Bern,72,1,1017,21,7,145,2020-02-27,34,CH021
2020-04-01,BE,Bern,57,3,1074,24,3,148,2020-02-27,35,CH021
2020-04-02,BE,Bern,43,2,1117,26,6,154,2020-02-27,36,CH021
